0.000000000000000, 0
0.652386687500000, 1
1.500635812500000, 0
2.348872750000000, 1
3.197113687500000, 0
4.045338375000000, 1
4.893343562500000, 0
5.741418187500000, 1
6.589694750000000, 0
7.438078500000000, 1
8.286447875000000, 0
9.134829187499999, 1
9.982985625000000, 0
10.831178999999999, 1
11.679430812500000, 0
12.527469000000000, 1
13.375582562500000, 0
14.223816812499999, 1
15.071969749999999, 0
15.920242062500000, 1
16.768512062499997, 0
17.616603937499999, 1
18.464778499999998, 0
19.312954687500000, 1
20.161313312499999, 0
21.009605562499999, 1
21.857814874999999, 0
22.705951312499998, 1
23.554067999999997, 0
24.402245375000000, 1
25.250347562500000, 0
26.098465812499999, 1
26.946559937499998, 0
27.794782750000000, 1
28.642962624999999, 0
29.491065187499999, 1
30.339082375000000, 0
31.187096999999998, 1
32.035109999999996, 0
32.883346374999995, 1
33.731618124999997, 0
34.579775062499998, 1
35.427944499999995, 0
36.276103624999998, 1
37.124209749999999, 0
37.972389124999999, 1
38.820480750000002, 0
39.668639562499997, 1
40.516668625000001, 0
41.364763875000001, 1
42.212974062499995, 0
43.060969812499998, 1
43.908921749999998, 0
44.756930624999995, 1
45.604941249999996, 0
46.452885999999999, 1
47.300809687499999, 0
48.148677624999998, 1
48.996547999999997, 0
49.844470000000001, 1
50.692340999999999, 0
51.540179437500001, 1
52.388046562499994, 0
53.236130437499995, 1
54.084219499999996, 0
54.932378874999998, 1
55.780520750000001, 0
56.628556562499995, 1
57.476680625000000, 0
58.324645937499994, 1
59.172561437500001, 0
60.020717499999996, 1
60.868742062499997, 0
61.716753937499995, 1
62.564701124999999, 0
63.412747749999994, 1
64.260994499999995, 0
65.109081812499994, 1
65.957103687499995, 0
66.805242437499999, 1
67.653367937499993, 0
68.501183999999995, 1
69.349287750000002, 0
70.197449624999990, 1
71.045496062499993, 0
71.893505312499997, 1
72.741404875000001, 0
73.589443812499994, 1
74.437265124999996, 0
75.284934312499999, 1
76.132717249999999, 0
76.980555937500000, 1
77.828545750000004, 0
78.676613562499995, 1
79.524704312499992, 0
80.372716937500002, 1
81.220545500000000, 0
82.068522437499993, 1
82.916283374999992, 0
83.764065187499995, 1
84.611948062499991, 0
85.459761562499992, 1
86.307394375000001, 0
87.155121562500000, 1
88.002989812499990, 0
88.850686874999994, 1
89.698449124999996, 0
90.546310249999991, 1
91.394388437499998, 0
92.242030687499991, 1
93.089749187499990, 0
93.937399124999999, 1
94.784994249999997, 0
95.632668937500000, 1
96.480452124999999, 0
97.328308124999992, 1
98.176158812499992, 0
99.023974124999995, 1
99.871722812499996, 0
100.719357500000001, 1
101.567131750000001, 0
102.414834624999997, 1
103.262591312499993, 0
104.110426062499997, 1
104.958124374999997, 0
105.805914437499993, 1
106.653730999999993, 0
107.501557437499997, 1
108.349369874999994, 0
109.197209624999999, 1
110.045069187499990, 0
110.892926062499996, 1
111.740893499999999, 0
112.588853749999998, 1
113.436667749999998, 0
114.284425874999997, 1
115.132171562499991, 0
115.979966437499996, 1
116.827784874999992, 0
117.675687374999995, 1
118.523692312499989, 0
119.371728874999988, 1
