3.000000000000000, 0, 0, 0
3.727043625000000, 1, 0, 0
3.727043750000000, 1, 1, 0
3.727043875000000, 1, 1, 1
3.917994437500000, 1, 1, 0
3.919382062500000, 0, 1, 0
3.920916062500000, 0, 0, 0
4.742855812500000, 0, 0, 1
4.742886687500000, 1, 0, 1
4.742887187500000, 1, 1, 1
4.933800250000000, 1, 1, 0
4.937245437500000, 0, 1, 0
4.937374187500000, 0, 0, 0
5.758255062500000, 0, 0, 1
5.758287562500000, 1, 0, 1
5.758288500000000, 1, 1, 1
5.949184625000000, 1, 1, 0
5.952946187499999, 0, 1, 0
5.953195000000000, 0, 0, 0
6.809580562500000, 0, 1, 0
6.809580875000000, 0, 1, 1
6.809613124999999, 1, 1, 1
7.000171750000000, 1, 1, 0
7.003193937500000, 1, 0, 0
7.004421437500000, 0, 0, 0
7.768094312500000, 0, 1, 0
7.768094625000000, 0, 1, 1
7.768125937500000, 1, 1, 1
7.958694812499999, 1, 1, 0
7.961555937500000, 1, 0, 0
7.963431687500000, 0, 0, 0
8.774492687500000, 0, 0, 1
8.774524749999999, 1, 0, 1
8.774526187499999, 1, 1, 1
8.965070624999999, 1, 1, 0
8.969261812499999, 1, 0, 0
8.969605687500000, 0, 0, 0
9.770180062500000, 0, 0, 1
9.770211937499999, 1, 0, 1
9.960770875000000, 1, 0, 0
9.963338499999999, 0, 0, 0
10.799342812499999, 0, 0, 1
10.799374562499999, 1, 0, 1
10.989933937500000, 1, 0, 0
10.993613249999999, 0, 0, 0
11.797662812499999, 0, 0, 1
11.797696750000000, 1, 0, 1
11.988238874999999, 1, 0, 0
11.990514312500000, 0, 0, 0
12.804413250000000, 0, 1, 0
12.804413687500000, 0, 1, 1
12.804445562500000, 1, 1, 1
12.994949812500000, 1, 1, 0
12.997927375000000, 1, 0, 0
12.998628562499999, 0, 0, 0
13.815996125000000, 0, 0, 1
13.816028812499999, 1, 0, 1
13.816030187499999, 1, 1, 1
14.004663124999999, 1, 0, 1
14.006533999999998, 1, 0, 0
14.005904687499999, 0, 0, 0
