0.000000000000000, 0
0.084813375000000, 1
0.091563375000000, 0
1.429961125000000, 1
1.436714312500000, 0
2.611941125000000, 1
2.618696812500000, 0
3.630858062500000, 1
3.637619875000000, 0
4.486748500000000, 1
4.493465125000000, 0
6.941288187500000, 1
6.948152312500000, 0
9.232295687499999, 1
9.239101999999999, 0
11.359859812500000, 1
11.366666187500000, 0
13.324598999999999, 1
13.331408249999999, 0
15.126414875000000, 1
15.133243562499999, 0
16.765150687500000, 1
16.772017625000000, 0
18.240047874999998, 1
18.246879187499999, 0
19.551609312499998, 1
19.558481749999999, 0
20.699446374999997, 1
20.706321812500001, 0
21.684629874999999, 1
21.691600125000001, 0
24.269077124999999, 1
24.276004374999999, 0
26.690323874999997, 1
26.696962062499999, 0
28.947926749999997, 1
28.954671874999999, 0
31.042171312499999, 1
31.048901937499998, 0
32.972943562499999, 1
32.979673999999996, 0
34.740387937499996, 1
34.747153812499995, 0
36.344511874999995, 1
36.351261500000000, 0
37.785038562499999, 1
37.791791374999995, 0
39.062759687499998, 1
39.069518750000000, 0
